vector,mnb,sgd,bnb
19.23083257675171,0.08923101425170898,0.06305265426635742,0.14241957664489746
6.718973875045776,0.0852193832397461,0.12839317321777344,0.1172177791595459
7.960855007171631,0.11420822143554688,0.16269493103027344,0.090301513671875
5.482836723327637,0.14272785186767578,0.09412288665771484,0.16155266761779785
4.612156867980957,0.08912897109985352,0.059630632400512695,0.22431278228759766
4.964132308959961,0.10181736946105957,0.17029643058776855,0.16410470008850098
6.221045732498169,0.11418986320495605,0.09679961204528809,0.16841673851013184
5.9028942584991455,0.09642434120178223,0.09087300300598145,0.2349720001220703
6.026894807815552,0.10807251930236816,0.21364521980285645,0.11300778388977051
5.480055809020996,0.1260695457458496,0.13803791999816895,0.20050048828125
5.781610488891602,0.09466075897216797,0.13127589225769043,0.18158960342407227
5.347003221511841,0.09674835205078125,0.12214374542236328,0.14197063446044922
4.546797752380371,0.08102273941040039,0.1019895076751709,0.3421926498413086
4.7981116771698,0.09695029258728027,0.13551592826843262,0.11104798316955566
5.580251455307007,0.10101199150085449,0.125504732131958,0.23632502555847168
5.629703998565674,0.0815584659576416,0.7816147804260254,0.13862299919128418
4.508676528930664,0.09563231468200684,0.14475154876708984,0.13730621337890625
4.710322141647339,0.09914898872375488,0.1681828498840332,0.1081087589263916
8.435686588287354,0.1212000846862793,0.1394639015197754,0.3254261016845703
5.1303911209106445,0.10793638229370117,0.1333932876586914,0.18781590461730957
4.231271505355835,0.10367345809936523,0.10097169876098633,0.1799476146697998
4.4535088539123535,0.09199714660644531,0.1574866771697998,0.19489288330078125
5.08361291885376,0.09646940231323242,0.18684959411621094,0.1888432502746582
4.913465261459351,0.09435296058654785,0.1007223129272461,0.14466047286987305
4.550002813339233,0.10002565383911133,0.14078998565673828,0.13496065139770508
5.064861297607422,0.10220146179199219,0.2035367488861084,0.42380547523498535
6.039754390716553,0.09089946746826172,0.16552996635437012,0.12441182136535645
5.461251258850098,0.09781885147094727,0.19565105438232422,0.17467689514160156
6.418901443481445,0.08998417854309082,0.07925915718078613,0.15265822410583496
5.344149351119995,0.18532395362854004,0.1883094310760498,0.12101888656616211
5.209825754165649,0.12377309799194336,0.1799454689025879,0.12965083122253418
6.084061622619629,0.13758444786071777,0.18066930770874023,0.14749526977539062
5.041631460189819,0.13631486892700195,0.09960007667541504,0.2801938056945801
4.959127902984619,0.14417624473571777,0.11605548858642578,0.2686481475830078
5.160070180892944,0.11596202850341797,0.5267133712768555,0.4397451877593994
4.699710369110107,0.1172170639038086,0.1900014877319336,0.17475557327270508
5.07869029045105,0.14366984367370605,0.18831396102905273,0.23800969123840332
4.412051200866699,0.09779810905456543,0.16351723670959473,0.11672282218933105
4.716219902038574,0.09572196006774902,0.12391209602355957,0.1535637378692627
4.519463300704956,0.12727069854736328,0.1664564609527588,0.1472492218017578
4.960484266281128,0.1296398639678955,0.11261129379272461,0.18129372596740723
4.443140983581543,0.11670637130737305,0.1744234561920166,0.16498994827270508
4.511955261230469,0.10502028465270996,0.07605576515197754,0.14477252960205078
4.860826015472412,0.0894157886505127,0.22768187522888184,0.10164141654968262
4.8324573040008545,0.09851694107055664,0.04732370376586914,0.29037904739379883
3.767819404602051,0.08443880081176758,0.14176201820373535,0.15210723876953125
4.032434463500977,0.08158588409423828,0.04824113845825195,0.13670039176940918
4.10857629776001,0.09638714790344238,0.08109331130981445,0.1869640350341797
3.9239416122436523,0.09373140335083008,0.0704355239868164,0.23668122291564941
4.386205673217773,0.09476828575134277,0.19140076637268066,0.10450387001037598
4.285287141799927,0.09375977516174316,0.11780118942260742,0.1898486614227295
3.383763551712036,0.09639310836791992,0.16964006423950195,0.1631147861480713
4.323916912078857,0.13171029090881348,0.249617338180542,0.1338803768157959
6.048292636871338,0.1538372039794922,0.23220205307006836,0.21819043159484863
5.32134222984314,0.12567949295043945,0.13247203826904297,0.21786069869995117
6.005345106124878,0.10925126075744629,0.10718274116516113,0.1732785701751709
5.583851337432861,0.08689522743225098,0.18472695350646973,0.21975302696228027
5.514682054519653,0.11600613594055176,0.12361335754394531,0.2828707695007324
4.675644397735596,0.09724092483520508,0.2152707576751709,0.12695884704589844
4.838561296463013,0.13373804092407227,0.20855045318603516,0.16546940803527832
5.547515153884888,0.09011507034301758,0.08076643943786621,0.20187830924987793
5.083920240402222,0.11161637306213379,0.08288931846618652,0.1703348159790039
4.960100889205933,0.10187625885009766,0.208420991897583,0.3265058994293213
4.955011367797852,0.08222532272338867,0.08954501152038574,0.18012690544128418
4.698267698287964,0.09855008125305176,0.20637106895446777,0.2836143970489502
4.8177409172058105,0.0892646312713623,0.19280767440795898,0.25833702087402344
4.766145467758179,0.10564255714416504,0.07111549377441406,0.1626725196838379
4.557861089706421,0.08452987670898438,0.152724027633667,0.208085298538208
4.720002174377441,0.08945250511169434,0.06649923324584961,0.18752408027648926
4.842048406600952,0.08513689041137695,0.0855562686920166,0.15707850456237793
4.415164232254028,0.12328219413757324,0.125762939453125,0.2557408809661865
5.3125505447387695,0.0772397518157959,0.15235590934753418,0.13529086112976074
5.30419397354126,0.09441566467285156,0.10092544555664062,0.13096261024475098
4.898446559906006,0.09297537803649902,0.11725282669067383,0.15916037559509277
5.153130769729614,0.10851550102233887,0.16384625434875488,0.11804747581481934
5.01179051399231,0.10434079170227051,0.09823179244995117,0.2010509967803955
